url,title,author,type,insertionDate,refreshNB,watchTime,actionNB,videoViewsNB,parent_id,ED,EG,G,D,C,O,P,EU
Hp63rtj6Y9o,"
          
          
          
          
            Alerte extrêmement grave utilisée pour les JO : Je me suis dit quil y avait un attentat
          
        ",RMC,proposal,2024-05-15T18:28:11.899Z,,0,77,44,rGsc6lcu9J0,0,0,0,0,0,0,1,0
2TBbXcUt2DY,"
          
          
          
          
            «Écoles, prisons, hôpitaux… La France est dans l’impasse» | Jérôme Fourquet
          
        ",Le Figaro,proposal,2024-05-15T18:28:11.906Z,,0,77,44,rGsc6lcu9J0,0,0,0,0,0,1,0,0
l8PMl7tUDIE,FRANCE 24 – EN DIRECT – Info et actualités internationales en continu 24h/24,FRANCE 24,homepage,2024-05-15T18:29:04.562Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
wKMmihmUONI,Débarquement du 6 juin 1944 : lhistoire du commando Kieffer,RTL  ,homepage,2024-05-15T18:29:04.767Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
kHwmzef842g,Webcam Zürich HB,David Gubler,homepage,2024-05-15T18:29:04.783Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
MR6NN14qdI8,Elections régionales en Catalogne : Pedro Sánchez gagne son pari face aux indépendantistes,Medi1TV Afrique,homepage,2024-05-15T18:29:04.788Z,34.0,0,78,44,,0,0,0,0,0,0,1,0
Ob1woDdRsdI,"Attaque mortelle dun fourgon dans lEure : deux agents tués, un détenu en fuite",franceinfo,homepage,2024-05-15T18:29:04.793Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
KmXiSvqu364,"Lintégrale du Face-à-Face avec Dominique Schelcher, PDG de Système U",BFMTV,homepage,2024-05-15T18:29:04.797Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
7pHmZ9YPu30,Apprendre langlais avant de dormir ✪ Learn English before sleeping ✔,We Speak,homepage,2024-05-15T18:29:04.801Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
SrNR87yMJ3k,Jean Reno & Nikos Aliagas se confient - C à Vous - 13/05/2024,C à vous,homepage,2024-05-15T18:29:04.806Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
L8oVN4HIx34,Merci aux anciens !!! 🇨🇵,Ben le Patriote 🇲🇫,homepage,2024-05-15T18:29:04.812Z,34.0,0,78,44,,1,0,0,0,0,0,1,0
EwNnuCL4s1Y,Nouméa dans la spirale de la violence,BFMTV,homepage,2024-05-15T18:29:04.817Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
ya3OADmwo0o,Ces Néo-Calédoniens nous racontent leur quotidien bouleversé par les émeutes,LeHuffPost,homepage,2024-05-15T18:29:04.822Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
pRpZ35B4Jfw,"Emeutes en Nouvelle-Calédonie : Trois morts, lEtat durgence instauré",20 Minutes France,homepage,2024-05-15T18:29:04.826Z,34.0,0,78,44,,0,0,0,0,0,0,1,0
fCed4sJcgOs,"Etat durgence en Nouvelle-Calédonie, duel Trump/Biden… - Le 5/5 - C à Vous - 15/05/2024",C à vous,homepage,2024-05-15T18:29:04.830Z,34.0,0,78,44,,1,0,0,0,1,0,1,0
0RzE7RrMhXg,La Nouvelle Calédonie placée en état d’urgence sur décret présidentiel,Europe 1,homepage,2024-05-15T18:29:04.835Z,34.0,0,78,44,,0,0,0,0,0,0,1,1
IIv16UXlBjQ,Nouvelle-Calédonie : projet de loi constitutionnelle adopté - 14/05/2024,LCP - Assemblée nationale,homepage,2024-05-15T18:29:04.840Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
6X28pRrg6gg,"Eure, Nouvelle-Calédonie : Gérald Darmanin va craquer",RTL  ,homepage,2024-05-15T18:29:04.845Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
u1JxM9glM7s,Emeutes en Nouvelle-Calédonie: 4 morts et létat durgence annoncé | AFP,AFP,homepage,2024-05-15T18:29:04.850Z,34.0,0,78,44,,0,0,0,0,0,0,1,0
hvjWw9SwkVs,Attaque du fourgon pénitentiaire : On est dans une société extrêmement violente,Europe 1,homepage,2024-05-15T18:29:04.856Z,34.0,0,78,44,,0,0,0,0,0,0,1,1
rz3osUxlU90,2024年5月15日 衆議院 経済産業委員会,石垣のりこ,homepage,2024-05-15T18:29:04.861Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
iQUzGSehkKQ,Vatican Media Live - Italiano,Vatican News - Italiano,homepage,2024-05-15T18:29:04.865Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
OC1c8PtDZOs,Adorable Puppy Loves Golden Retriever! [Cuteness Overload],Buddy,homepage,2024-05-15T18:29:04.869Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
zGbb8U7cGJA,"A 74 ans, il reprend le travail pour survivre",La Vie,homepage,2024-05-15T18:29:04.875Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
9sYIGt1gOBc,"Best Relax Music,Beautiful Relaxing Music,Relaxing Guitar Music, Instrumental Music,Calming Music.",RELAXING GUITAR,homepage,2024-05-15T18:29:04.880Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
90YxzJOifRg,Résumé OL - Reims | Demi-finale playoffs D1 Arkema | Olympique Lyonnais,Olympique Lyonnais,homepage,2024-05-15T18:29:04.885Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
bICRObrYJvA,Disco tram et bonhommes ballons : Montpellier célèbre la gratuité de ses transports en commun,Le Parisien,homepage,2024-05-15T18:29:04.889Z,34.0,0,78,44,,0,0,0,0,0,1,0,0
OOl1-j4oCEI,Attaque dun fourgon pénitentiaire : la traque continue après l’évasion sanglante de la Mouche,Europe 1,regular,2024-05-15T18:29:18.360Z,,6000,79,45,,0,0,0,0,0,0,1,1
rGsc6lcu9J0,"
          
          
          
          
            La RATP veut licencier 30 chauffeurs de bus, accusés d’être chauffeurs VTC pendant leurs arrêts m…
          
        ",Europe 1,proposal,2024-05-15T18:29:19.487Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,0,1,1
mL8O7yrv1jY,"
          
          
          
          
            Fourgon attaqué : Interpol diffuse une notice rouge pour le fugitif - C à Vous - 15/05/2024
          
        ",C à vous,proposal,2024-05-15T18:29:19.497Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,1,0,0
sYMtpVWLtfE,"
          
          
          
          
            Quelle situation dans les prisons en France ? Lancien détenu Pierre Botton livre son témoignage
          
        ",Europe 1,proposal,2024-05-15T18:29:19.505Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,0,1,1
eiRDl7OkIp0,"
          
          
          
          
            Fourgon attaqué: lémotion et la colère
          
        ",BFMTV,proposal,2024-05-15T18:29:19.513Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,1,0,0
VJR_VHrRUrs,"
          
          
          
          
            Lopération prisons mortes sera maintenue, dit lintersyndicale pénitentiaire | AFP Extrait
          
        ",AFP,proposal,2024-05-15T18:29:19.519Z,,0,79,45,OOl1-j4oCEI,1,0,0,0,0,0,1,0
MNn91raEYBI,"
          
          
          
          
            Attaque dun fourgon pénitentiaire : Elle illustre tous les maux qui touchent la délinquance
          
        ",Europe 1,proposal,2024-05-15T18:29:19.528Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,0,1,1
80gs7trWvCA,"
          
          
          
          
            Hier c’était eux mais ça aurait pu être moi, le témoignage poignant dun surveillant pénitentiaire
          
        ",Europe 1,proposal,2024-05-15T18:29:19.537Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,0,1,1
WmXZueF8feQ,"
          
          
          
          
            Fourgon attaqué : Qui est le fugitif Mohamed Amra, alias « la mouche » ?
          
        ",20 Minutes France,proposal,2024-05-15T18:29:19.544Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,1,0,0
vY1N58zdnw4,"
          
          
          
          
            LHeure des Pros - Attaque du fourgon pénitentiaire : Il faut renverser la table !
          
        ",Europe 1,proposal,2024-05-15T18:29:19.552Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,0,1,1
9ea2TLBCwEc,"
          
          
          
          
            Attaque mortelle d’un fourgon pénitentiaire : Cest sur nos lois quon a tiré, dénonce Attal
          
        ",Public Sénat,proposal,2024-05-15T18:29:19.559Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,1,0,1,0
UXdsS1-EJeE,"
          
          
          
          
            Slovaquie : le Premier ministre Robert Fico entre la vie et la mort après des blessures par balle
          
        ",Europe 1,proposal,2024-05-15T18:29:19.565Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,0,1,1
pzks6N6QJ_4,"
          
          
          
          
            L’attaque la plus sanglante dans l’histoire du grand banditisme ?
          
        ",Europe 1,proposal,2024-05-15T18:29:19.573Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,0,1,1
gzEl-vjCHHc,"
          
          
          
          
            Les agents pénitentiaires bloquent les prisons après lattaque mortelle dEvreux
          
        ",Le Nouvel Obs,proposal,2024-05-15T18:29:19.580Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,1,0,0
NqNsgO4_evc,"
          
          
          
          
            Attaque dun fourgon pénitentiaire : comment la traque de Mohamed Amra sorganise-t-elle ?
          
        ",Europe 1,proposal,2024-05-15T18:29:19.588Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,0,1,1
niH8ZOtGEy0,"
          
          
          
          
            Mon fils a pris perpétuité: le témoignage du père dun agent tué lors de lattaque du fourgon
          
        ",BFMTV,proposal,2024-05-15T18:29:19.598Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,1,0,0
WazrsWXi44k,"
          
          
          
          
            CORRUPTION : LUNION EUROPÉENNE EST-ELLE GOUVERNÉE PAR LES LOBBIES ?
          
        ","BLAST, Le souffle de linfo",proposal,2024-05-15T18:29:19.606Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,0,1,1
T9tpz9Gw3Bw,"
          
          
          
          
            Fourgon pénitentiaire attaqué : la traque se poursuit - C à Vous - 15/05/2024
          
        ",C à vous,proposal,2024-05-15T18:29:19.612Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,1,0,0
nlRN7SdNf_s,"
          
          
          
          
            Scènes de chaos en Nouvelle-Calédonie : létat durgence annoncé
          
        ",Europe 1,proposal,2024-05-15T18:29:19.619Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,0,1,1
iZ3o_5RCTZs,"
          
          
          
          
            C’était un frère, mon futur témoin, le meilleur ami d’une victime de l’attaque raconte sa peine
          
        ",Europe 1,proposal,2024-05-15T18:29:19.627Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,0,1,1
hvjWw9SwkVs,"
          
          
          
          
            Attaque du fourgon pénitentiaire : On est dans une société extrêmement violente
          
        ",Europe 1,proposal,2024-05-15T18:29:19.634Z,,0,79,45,OOl1-j4oCEI,0,0,0,0,0,0,1,1
xH0PJ3FJhAA,Alexandra Blanc 14 05 2024,Les Miss du PAF,homepage,2024-05-15T18:30:12.148Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
UQcKMxpU2bQ,"L’histoire du mur de Berlin, de la guerre à la chute",Le Monde,homepage,2024-05-15T18:30:12.165Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
NENd8wnpzu4,Violences sexistes et sexuelles dans le monde de la santé : Je vais annoncer des mesures,TF1 INFO,homepage,2024-05-15T18:30:12.171Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
dHxHWCqONWk,QAG - Bruno Millienne - Mardi 14 mai 2024,Groupe Démocrate,homepage,2024-05-15T18:30:12.176Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
2Xn1Bb697A0,🔴 TV Lourdes - Le Sanctuaire Notre-Dame de Lourdes en direct.,Sanctuaire Notre-Dame de Lourdes,homepage,2024-05-15T18:30:12.182Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
1HS01_aRe4E,Complément denquête Jordan Bardella,MG 777,homepage,2024-05-15T18:30:12.188Z,35.0,0,80,45,,1,0,0,0,0,0,1,1
Ob1woDdRsdI,"Attaque mortelle dun fourgon dans lEure : deux agents tués, un détenu en fuite",franceinfo,homepage,2024-05-15T18:30:12.194Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
nBRZfL2FSlU,Une députée belge quitte la politique: Nous ne sommes plus en démocratie!,Rebellis,homepage,2024-05-15T18:30:12.198Z,35.0,0,80,45,,0,0,0,0,0,0,1,0
j57iImE4z_I,Slimane - Mon Amour (LIVE) | Lyrics | France 🇫🇷 | Grand Final | Eurovision 2024,AVI 1,homepage,2024-05-15T18:30:12.203Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
EwNnuCL4s1Y,Nouméa dans la spirale de la violence,BFMTV,homepage,2024-05-15T18:30:12.206Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
ya3OADmwo0o,Ces Néo-Calédoniens nous racontent leur quotidien bouleversé par les émeutes,LeHuffPost,homepage,2024-05-15T18:30:12.212Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
pRpZ35B4Jfw,"Emeutes en Nouvelle-Calédonie : Trois morts, lEtat durgence instauré",20 Minutes France,homepage,2024-05-15T18:30:12.217Z,35.0,0,80,45,,0,0,0,0,0,0,1,0
fCed4sJcgOs,"Etat durgence en Nouvelle-Calédonie, duel Trump/Biden… - Le 5/5 - C à Vous - 15/05/2024",C à vous,homepage,2024-05-15T18:30:12.222Z,35.0,0,80,45,,1,0,0,0,1,0,1,0
0RzE7RrMhXg,La Nouvelle Calédonie placée en état d’urgence sur décret présidentiel,Europe 1,homepage,2024-05-15T18:30:12.228Z,35.0,0,80,45,,0,0,0,0,0,0,1,1
IIv16UXlBjQ,Nouvelle-Calédonie : projet de loi constitutionnelle adopté - 14/05/2024,LCP - Assemblée nationale,homepage,2024-05-15T18:30:12.233Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
6X28pRrg6gg,"Eure, Nouvelle-Calédonie : Gérald Darmanin va craquer",RTL  ,homepage,2024-05-15T18:30:12.238Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
u1JxM9glM7s,Emeutes en Nouvelle-Calédonie: 4 morts et létat durgence annoncé | AFP,AFP,homepage,2024-05-15T18:30:12.243Z,35.0,0,80,45,,0,0,0,0,0,0,1,0
uhQu3CzwwI0,"Manon Aubry, face au journalisme d’opinion de BFM TV",small axes,homepage,2024-05-15T18:30:12.247Z,35.0,0,80,45,,0,1,0,0,0,0,1,1
ke-aaNZr5KA,参政党街頭演説_高田あきひろ_静岡県第4区国政改革委員_名古屋_2024/05/12,333ほやっち,homepage,2024-05-15T18:30:12.251Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
Y3hZFYXEDfw,How U.S. F-16 Pilots Rush to Takeoff with Afterburner to Intercept China Jets,in Fact,homepage,2024-05-15T18:30:12.255Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
SrNR87yMJ3k,Jean Reno & Nikos Aliagas se confient - C à Vous - 13/05/2024,C à vous,homepage,2024-05-15T18:30:12.260Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
GagiHqEGiqk,Petit Malin Épisode 2,Nicocapone,homepage,2024-05-15T18:30:12.264Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
-3BN23YaC2I,"🔴 DIRECT - Lintégrale de linterview de Dominique Schelcher, PDG de Système U",RMC,homepage,2024-05-15T18:30:12.269Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
Ry__K0AoksM,Agapi and Eros 🥰 - Takis Shelter,Takis Shelter,homepage,2024-05-15T18:30:12.273Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
qNJk2tf1ZN8,Affaire Grégory Villemin : Anatomie dune enquête [2024] Volume 2,nellylou,homepage,2024-05-15T18:30:12.277Z,35.0,0,80,45,,0,0,0,0,0,1,0,0
rGsc6lcu9J0,"La RATP veut licencier 30 chauffeurs de bus, accusés d’être chauffeurs VTC pendant leurs arrêts m…",Europe 1,regular,2024-05-15T18:30:24.007Z,,6000,81,46,,0,0,0,0,0,0,1,1
OOl1-j4oCEI,"
          
          
          
          
            Attaque dun fourgon pénitentiaire : la traque continue après l’évasion sanglante de la Mouche
          
        ",Europe 1,proposal,2024-05-15T18:30:24.657Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,0,1,1
cDV708huPVA,"
          
          
          
          
            Antony Blinken fait le bœuf à Kyiv
          
        ",euronews (en français),proposal,2024-05-15T18:30:24.663Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,1,0,0
ttps://www.youtube.com/shorts/HEFofgAKYJg,"
          
          
          
          
            🤣 Le fou rire de Pascal Praud avec Max Boubil #europe1 #shorts #maxboubil
          
        ",Europe 1,proposal,2024-05-15T18:30:24.671Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,0,1,1
IF_wxdqzgpo,"
          
          
          
          
            🔴🔵 NICE - PSG LIVE / 🔥ALLEZ PARIS! / 🚨LAVANT DERNIER MATCH DE LA SAISON ET DMBAPPE! / LIGUE 1
          
        ",L immigré parisien,proposal,2024-05-15T18:30:24.679Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,1,0,0
kQUmMVlCXI8,"
          
          
          
          
            Le Premier ministre slovaque blessé par balle
          
        ",LCI,proposal,2024-05-15T18:30:24.685Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,1,0,0
6BrHYKxdj30,"
          
          
          
          
            Doze déconomie : Qui va garder les enfants ?
          
        ",BFM Business,proposal,2024-05-15T18:30:24.692Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,1,0,0
lc7xjcl4uI8,"
          
          
          
          
            François Lenglet : bientôt des arrêts maladie auto-déclarés ?
          
        ",RTL  ,proposal,2024-05-15T18:30:24.698Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,1,0,0
CfcHrGQSf5E,"
          
          
          
          
            Lantisémitisme est devenu banal dans notre pays, constate Yonathan Arfi, président du CRIF,
          
        ",RMC,proposal,2024-05-15T18:30:24.705Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,0,1,0
3Qm4Hy2PR1o,"
          
          
          
          
            Conférence de presse de Quentin Bataillon sur le rapport de la Commission d’enquête sur la TNT
          
        ",LCP - Assemblée nationale,proposal,2024-05-15T18:30:24.712Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,1,0,0
niH8ZOtGEy0,"
          
          
          
          
            Mon fils a pris perpétuité: le témoignage du père dun agent tué lors de lattaque du fourgon
          
        ",BFMTV,proposal,2024-05-15T18:30:24.718Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,1,0,0
ttps://www.youtube.com/shorts/kyUZ1AyL10I,"
          
          
          
          
            🗣️ Valérie Hayer : Je ne fais pas de lien entre limmigration et la délinquance #shorts
          
        ",Europe 1,proposal,2024-05-15T18:30:24.726Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,1,0,1,1
NqNsgO4_evc,"
          
          
          
          
            Attaque dun fourgon pénitentiaire : comment la traque de Mohamed Amra sorganise-t-elle ?
          
        ",Europe 1,proposal,2024-05-15T18:30:24.732Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,0,1,1
Hp63rtj6Y9o,"
          
          
          
          
            Alerte extrêmement grave utilisée pour les JO : Je me suis dit quil y avait un attentat
          
        ",RMC,proposal,2024-05-15T18:30:24.738Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,0,1,0
pBDxk_tVvOI,"
          
          
          
          
            Quun prof se moque dun enfant handicapé cest limite! @olivierdelacroixofficiel  x Rose Paynel
          
        ",Europe 1,proposal,2024-05-15T18:30:24.744Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,0,1,1
2TBbXcUt2DY,"
          
          
          
          
            «Écoles, prisons, hôpitaux… La France est dans l’impasse» | Jérôme Fourquet
          
        ",Le Figaro,proposal,2024-05-15T18:30:24.750Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,1,0,0
-BVLOkL2vGI,"
          
          
          
          
            AFTER LIVE avec Nicolas Vilas et Houssem Loussaier + AFTER FOOT Gilbert BRISBOIS
          
        ",AFTER FOOT,proposal,2024-05-15T18:30:24.755Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,1,0,0
nlRN7SdNf_s,"
          
          
          
          
            Scènes de chaos en Nouvelle-Calédonie : létat durgence annoncé
          
        ",Europe 1,proposal,2024-05-15T18:30:24.761Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,0,1,1
HXgeOTWXyw4,"
          
          
          
          
            FX.Bellamy : La Chine a une stratégie de conquête pour détruire notre production industrielle !
          
        ",Boursorama,proposal,2024-05-15T18:30:24.769Z,,0,81,46,rGsc6lcu9J0,0,0,0,1,0,0,1,1
MlgyXwbaiHY,"
          
          
          
          
            La France, un narco-État ? Béatrice Brugère, magistrate est linvitée des GG
          
        ",RMC,proposal,2024-05-15T18:30:24.779Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,0,1,0
bHhesq293Ko,"
          
          
          
          
            Guerre en Ukraine : létau se resserre sur Kharkiv
          
        ",TV5MONDE Info,proposal,2024-05-15T18:30:24.786Z,,0,81,46,rGsc6lcu9J0,0,0,0,0,0,0,1,0
8rzUVtzwzMs,"TG2000, 13 maggio 2024 – Ore 20.30",TG2000,homepage,2024-05-15T18:31:11.917Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
UQcKMxpU2bQ,"L’histoire du mur de Berlin, de la guerre à la chute",Le Monde,homepage,2024-05-15T18:31:11.928Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
v1B7tnujERk,Londres : deux grand-mères vandalisent un musée,France TV Londres,homepage,2024-05-15T18:31:11.935Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
dHxHWCqONWk,QAG - Bruno Millienne - Mardi 14 mai 2024,Groupe Démocrate,homepage,2024-05-15T18:31:11.941Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
l8PMl7tUDIE,FRANCE 24 – EN DIRECT – Info et actualités internationales en continu 24h/24,FRANCE 24,homepage,2024-05-15T18:31:11.948Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
6bOONwF5RG8,Highlights | Canada vs. Austria | 2024 #MensWorlds,IIHF Worlds 2024,homepage,2024-05-15T18:31:11.955Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
GV73PabvCWs,Previsioni meteo per mercoledì 15 maggio. Tanti temporali al Centro e al Nord,MeteoGiuliacci,homepage,2024-05-15T18:31:11.962Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
hvjWw9SwkVs,Attaque du fourgon pénitentiaire : On est dans une société extrêmement violente,Europe 1,homepage,2024-05-15T18:31:11.969Z,36.0,0,82,46,,0,0,0,0,0,0,1,1
uWM60TGtyxg,Cat Fell In Love With Squirrel That Was Rescued After Falling From A Tree,beKind,homepage,2024-05-15T18:31:11.976Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
EwNnuCL4s1Y,Nouméa dans la spirale de la violence,BFMTV,homepage,2024-05-15T18:31:11.981Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
ya3OADmwo0o,Ces Néo-Calédoniens nous racontent leur quotidien bouleversé par les émeutes,LeHuffPost,homepage,2024-05-15T18:31:11.987Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
pRpZ35B4Jfw,"Emeutes en Nouvelle-Calédonie : Trois morts, lEtat durgence instauré",20 Minutes France,homepage,2024-05-15T18:31:11.994Z,36.0,0,82,46,,0,0,0,0,0,0,1,0
fCed4sJcgOs,"Etat durgence en Nouvelle-Calédonie, duel Trump/Biden… - Le 5/5 - C à Vous - 15/05/2024",C à vous,homepage,2024-05-15T18:31:11.999Z,36.0,0,82,46,,1,0,0,0,1,0,1,0
0RzE7RrMhXg,La Nouvelle Calédonie placée en état d’urgence sur décret présidentiel,Europe 1,homepage,2024-05-15T18:31:12.005Z,36.0,0,82,46,,0,0,0,0,0,0,1,1
IIv16UXlBjQ,Nouvelle-Calédonie : projet de loi constitutionnelle adopté - 14/05/2024,LCP - Assemblée nationale,homepage,2024-05-15T18:31:12.011Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
6X28pRrg6gg,"Eure, Nouvelle-Calédonie : Gérald Darmanin va craquer",RTL  ,homepage,2024-05-15T18:31:12.017Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
u1JxM9glM7s,Emeutes en Nouvelle-Calédonie: 4 morts et létat durgence annoncé | AFP,AFP,homepage,2024-05-15T18:31:12.022Z,36.0,0,82,46,,0,0,0,0,0,0,1,0
B_B6J2Nn2o4,Pourquoi TotalEnergies souhaite être coté à la bourse de New-York ?,Sénat,homepage,2024-05-15T18:31:12.028Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
BeQTOFdootg,Giorno 4 | MMXXIV | Spektre Org. | Star Citizen,Spektre MFul10,homepage,2024-05-15T18:31:12.033Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
PrJXKN8vd2s,Jean-Paul Belmondo : hommage aux Invalides (Ennio Morricone - Chi Mai),Documentaire Société,homepage,2024-05-15T18:31:12.039Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
f6L_ajvJXW0,Amazing Woodturning Crazy - Great Working Skills Of Carpenter With Giant Red Wood Lathe,Woodturning Crazy,homepage,2024-05-15T18:31:12.045Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
Ob1woDdRsdI,"Attaque mortelle dun fourgon dans lEure : deux agents tués, un détenu en fuite",franceinfo,homepage,2024-05-15T18:31:12.051Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
OC1c8PtDZOs,Adorable Puppy Loves Golden Retriever! [Cuteness Overload],Buddy,homepage,2024-05-15T18:31:12.057Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
aiZLlXvYjS8,"La Police, lécole des MEILLEURS motards ? Reportage au coeur du CNFM",automotomagazine,homepage,2024-05-15T18:31:12.062Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
ag-t6jBNAGI,Confessions père-fille : entretien exclusif avec Ghassan et Léa Salamé,L'Orient-Le Jour,homepage,2024-05-15T18:31:12.067Z,36.0,0,82,46,,0,0,0,0,0,1,0,0
OOl1-j4oCEI,Attaque dun fourgon pénitentiaire : la traque continue après l’évasion sanglante de la Mouche,Europe 1,regular,2024-05-15T18:31:24.273Z,,6000,83,47,,0,0,0,0,0,0,1,1
mL8O7yrv1jY,"
          
          
          
          
            Fourgon attaqué : Interpol diffuse une notice rouge pour le fugitif - C à Vous - 15/05/2024
          
        ",C à vous,proposal,2024-05-15T18:31:24.867Z,,0,83,47,OOl1-j4oCEI,0,0,0,0,0,1,0,0
rGsc6lcu9J0,"
          
          
          
          
            La RATP veut licencier 30 chauffeurs de bus, accusés d’être chauffeurs VTC pendant leurs arrêts m…
          
        ",Europe 1,proposal,2024-05-15T18:31:24.882Z,,0,83,47,OOl1-j4oCEI,0,0,0,0,0,0,1,1
ttps://www.youtube.com/shorts/tEqbNwEBjGg,"
          
          
          
          
            Qui est Mohammed AMRA ? #incarville  #evasion #normandie
          
        ",France 3 Normandie,proposal,2024-05-15T18:31:24.894Z,,0,83,47,OOl1-j4oCEI,0,0,0,0,0,1,0,0
sYMtpVWLtfE,"
          
          
          
          
            Quelle situation dans les prisons en France ? Lancien détenu Pierre Botton livre son témoignage
          
        ",Europe 1,proposal,2024-05-15T18:31:24.903Z,,0,83,47,OOl1-j4oCEI,0,0,0,0,0,0,1,1
-k6Hm0uOeM0,"
          
          
          
          
            Une faillite, un échec, Bruno Retailleau réagit au meurtre des agents pénitentiaires dans lEure
          
        ",Public Sénat,proposal,2024-05-15T18:31:24.914Z,,0,83,47,OOl1-j4oCEI,0,0,0,0,0,1,0,0
