url,title,author,type,insertionDate,refreshNB,watchTime,actionNB,videoViewsNB,parent_id,parti,Unnamed: 11,ED,EG,G,D,C,P,EU,O
KWrGU0OqSX8,jai acheté LES PIRES colis mystères de GAMER,CYRILmp4,homepage,2024-05-09T00:44:31.814Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
sa1AxVtBEh4,Elle affiche... SES PARENTS ! 🤣,Thomas Angelvy,homepage,2024-05-09T00:44:31.819Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
cbyMe-0sSok,MAYADORABLE BALANCE SON FRIGO ! (je découvre des trucs.... Beanz ? Gravy ?) ft. @Mayadorable,Juju Fitcats,homepage,2024-05-09T00:44:31.823Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
LxMKAuE8SeA,De lARRESTATION a lINATTENDU : La suite de lhistoire,HuGo Pro,homepage,2024-05-09T00:44:31.827Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
DFaUqSj-HHI,Mylène Farmer - Nevermore Le Film (Teaser # 1),Mylène Farmer,homepage,2024-05-09T00:44:31.831Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
vUTOEA5FgXE,Jai pris en main les nouveaux iPad Pro OLED 2024 !,TheiCollection,homepage,2024-05-09T00:44:31.837Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
OO_29hTCBos,Résumé Lille - OL | Ligue 1 J32 | Olympique Lyonnais,Olympique Lyonnais,homepage,2024-05-09T00:44:31.843Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
u0YnbsyvGS0,Le Comte de Monte-Cristo - Bande-annonce Officielle 4K,Pathe,homepage,2024-05-09T00:44:31.850Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
S-XWLZxxBe8,PSG 0-1 Dortmund : Le débrief de lélimination du Paris Saint-Germain,L'ÉQUIPE,homepage,2024-05-09T00:44:31.857Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
X38FE67Po3E,Francis Cabrel - Les tutos guitare (Episode 2 : La cabane du pêcheur),Francis Cabrel,homepage,2024-05-09T00:44:31.862Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
-qjs54ZTRBQ,alyona alyona & Jerry Heil - Teresa & Maria (LIVE) | Ukraine 🇺🇦 | First Semi-Final | Eurovision 2024,Eurovision Song Contest,homepage,2024-05-09T00:44:31.866Z,7.0,0,49,42,,,,0,0,0,0,0,1,0,0
WSpkZgubg0Q,Dans les coulisses du métro parisien - Documentaire complet - AMP,Reportages et investigations,homepage,2024-05-09T00:44:31.871Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
OdCvq3ViEsM,"Mathilde Panot/Marion Maréchal, le débat",BFMTV,homepage,2024-05-09T00:44:31.875Z,7.0,0,49,42,,,,1,1,0,0,0,1,0,0
vTOZ4TlFD30,"An incessant Downpour. Rain sound puts you to sleep right away, Beat insomnia, Help Relax",Healing Compass,homepage,2024-05-09T00:44:31.880Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
3T7_2JwNtH0,Lévolution du ton des journalistes à la télévision 🗣️ | INA,INA Société,homepage,2024-05-09T00:44:31.886Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
v_DQtUK-FXg,Ryan Gosling explains how to turn debt into money | The Big Short | CLIP,Boxoffice Movie Scenes,homepage,2024-05-09T00:44:31.891Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
QAbghEUHj40,"Israël sous la pression de Washington, Biden agite la menace de suspendre les livraisons darmes",FRANCE 24,homepage,2024-05-09T00:44:31.896Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
BHgTDgSbCRo,"Avions noyés et pistes sous-marines : au Brésil, un aéroport submergé par les eaux",LeHuffPost,homepage,2024-05-09T00:44:31.903Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
g_QXn64rg88,Les manifestations détudiants en soutien à Gaza se poursuivent en Europe,euronews (en français),homepage,2024-05-09T00:44:31.907Z,7.0,0,49,42,,,,0,0,0,0,0,1,1,0
kyiwAmF2OTw,Revivez les commémorations du 8-Mai présidées par Emmanuel Macron,LCI,homepage,2024-05-09T00:44:31.912Z,7.0,0,49,42,,,,0,0,0,0,1,1,0,0
BbCVnLBMeW0,"LE TALK : Le président chinois Xi Jinping en France,  un partenaire comme un autre ?",franceinfo,homepage,2024-05-09T00:44:31.916Z,7.0,0,49,42,,,,0,0,0,0,0,1,0,0
JT-eGxV-iww,Emmanuel Macron s’exprime sur la natalité et la GPA dans Elle : un nouveau cheval de bataille pou…,Europe 1,homepage,2024-05-09T00:44:31.920Z,7.0,0,49,42,,,,0,0,0,0,1,1,1,0
nKSQxf1PU3Y,Ukraine : nouvelle attaque contre les infrastructures énergétiques,TV5MONDE Info,homepage,2024-05-09T00:44:31.925Z,7.0,0,49,42,,,,0,0,0,0,0,1,0,0
OtMYeTvt99M,Les rassemblements étudiants propalestiniens continuent en Europe | AFP,AFP,homepage,2024-05-09T00:44:31.929Z,7.0,0,49,42,,,,0,0,0,0,0,1,1,0
N4QF7u2NEEg,Cyberattaque à lhôpital de Cannes : le groupe de hackers Lockbit 3.0 demande une rançon,France 3 Provence-Alpes-Côte d'Azur,homepage,2024-05-09T00:44:31.934Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
F55ai1Q9FUM,Gaza : la proposition de trêve acceptée par le Hamas est loin des exigences israéliennes,FRANCE 24,homepage,2024-05-09T00:44:31.940Z,7.0,0,49,42,,,,0,0,0,0,0,1,0,0
_-lfyTruY5s,"Diên Biên Phu : la guerre dIndochine, une affaire franco-chinoise ? • RFI",RFI,homepage,2024-05-09T00:44:31.946Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
piDl2rGWQ-Y,Un débat entre Jordan Bardella et Gabriel Attal aura lieu sur France 2 jeudi 23 mai,Ouest-France,homepage,2024-05-09T00:44:31.952Z,7.0,0,49,42,,,,1,0,0,0,1,1,1,0
Wo5ja19QCJc,Dien Bien Phu: why France lost this legendary battle,Le Monde,homepage,2024-05-09T00:44:31.956Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
x4eyXaADjcw,NOS VOISINS BELGES ONT DU TALENT - ENTRETIEN AVEC RAOUL HEDEBOUW ET PETER MERTENS (PTB),Picardie Debout !,homepage,2024-05-09T00:44:31.960Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
0Fky82w-5-o,Never Enough Singer Loren Allred: Then and Now! | Got Talent Global,Got Talent Global,homepage,2024-05-09T00:44:31.965Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
2ftxAbXMEOA,France Télévisions a-t-il peur de la victoire du RN aux élections européennes ?,CYRIL HANOUNA,homepage,2024-05-09T00:44:31.973Z,7.0,0,49,42,,,,1,0,0,0,0,1,1,0
BSxvWomnDv0,Lanalyse de Jérome Fourquet SAUTI YA KIRAFIKI Ijwi ry #Urugwiro,Urtv250,homepage,2024-05-09T00:44:31.977Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
OzalaxG4YtY,Les coulisses de la guerre de la livraison,A DECOUVERT,homepage,2024-05-09T00:44:31.983Z,7.0,0,49,42,,,,0,0,0,0,0,0,0,1
4UyHPu5rPL4,Aya Nakamura aux JO : les héritières de Piaf valident - La Story - C à Vous - 27/03/2024,C à vous,regular,2024-05-09T00:47:36.766Z,,180000,50,43,,,,0,0,0,0,0,0,0,1
JeEAceUKPPA,"
          
          
          
          
            La musique dAya Nakamura MÉDIOCRE : Gilles accuse Eric Naulleau de raciste !
          
        ",Touche pas à mon poste !,proposal,2024-05-09T00:47:37.946Z,,0,50,43,4UyHPu5rPL4,,,0,0,0,0,0,0,0,1
66jG2kToz6Y,"
          
          
          
          
            Déficit : réduire le coût de l’immigration, priorité du RN - C à Vous - 27/03/2024
          
        ",C à vous,proposal,2024-05-09T00:47:38.043Z,,0,50,43,4UyHPu5rPL4,,,1,0,0,0,0,1,0,0
6qtU5PtNjKM,"
          
          
          
          
            Aya Nakamura : la polémique de la semaine - C l’hebdo - 16/03/2024
          
        ",C lhebdo,proposal,2024-05-09T00:47:38.050Z,,0,50,43,4UyHPu5rPL4,,,0,0,0,0,0,0,0,1
vFHS_CK9k3o,"
          
          
          
          
            Le ton monte entre Louis Boyard et Apolline de Malherbe ! | Apolline Matin
          
        ",Apolline Matin,proposal,2024-05-09T00:47:38.055Z,,0,50,43,4UyHPu5rPL4,,,0,1,0,0,0,1,0,0
1Hg3d2hzOsI,"
          
          
          
          
            Manuel Bompard détruit Sébastien Chenu
          
        ",C-Basé,proposal,2024-05-09T00:47:38.060Z,,0,50,43,4UyHPu5rPL4,,,1,1,0,0,0,1,0,0
BxT6REEQrbI,"
          
          
          
          
            Cest pas Aya Nakamura qui fait la guerre à Beyoncé, cest Beyoncé qui fait la guerre à Aya Nakamura
          
        ",Quotidien,proposal,2024-05-09T00:47:38.065Z,,0,50,43,4UyHPu5rPL4,,,0,0,0,0,0,0,0,1
uC_N9dWboSc,"
          
          
          
          
            JORDAN BARDELLA détruit LÉA SALAMÉ sur sa PROPAGANDE anti-RN
          
        ",LIDR,proposal,2024-05-09T00:47:38.072Z,,0,50,43,4UyHPu5rPL4,,,1,0,0,0,0,1,1,0
6kAFqLGxSec,"
          
          
          
          
            La Fouine, pilier de la culture urbaine - C à Vous - 06/05/2024
          
        ",C à vous,proposal,2024-05-09T00:47:38.079Z,,0,50,43,4UyHPu5rPL4,,,0,0,0,0,0,0,0,1
mBV1eMlDdUk,"
          
          
          
          
            LÉNORME CLASH entre Louis Boyard et Mehdi Ghezzar ! | Les Grandes Gueules
          
        ",Les Grandes Gueules,proposal,2024-05-09T00:47:38.085Z,,0,50,43,4UyHPu5rPL4,,,0,1,0,0,0,1,0,0
-NpQaReYqqA,"
          
          
          
          
            Discrimination, racisme et INSULTE envers les français : débat tendu entre Soukayna et Jean Messiha
          
        ",Touche pas à mon poste !,proposal,2024-05-09T00:47:38.092Z,,0,50,43,4UyHPu5rPL4,,,0,0,0,0,0,1,0,0
E--WqWLihKo,"
          
          
          
          
            AFFAIRE NAHEL : UNE FRANCE EN PLEINE GUERRE CIVILE ? JORDAN BARDELLA, PRÉSIDENT DU RN, RÉPOND
          
        ",LEGEND,proposal,2024-05-09T00:47:38.098Z,,0,50,43,4UyHPu5rPL4,,,1,0,0,0,0,1,1,0
XpHYZrnmco8,"
          
          
          
          
            Jul à la place dAya Nakamura aux jeux olympiques 2024?
          
        ",CYRIL HANOUNA,proposal,2024-05-09T00:47:38.105Z,,0,50,43,4UyHPu5rPL4,,,0,0,0,0,0,0,0,1
VjILoreoNco,"
          
          
          
          
            Jordan Bardella IMPLACABLE sur linsécurité ! | Apolline Matin
          
        ",Apolline Matin,proposal,2024-05-09T00:47:38.111Z,,0,50,43,4UyHPu5rPL4,,,1,0,0,0,0,1,1,0
9wBBjWMfJNE,"
          
          
          
          
            La reine Aya Nakamura ! - C à Vous - 23/05/2019
          
        ",C à vous,proposal,2024-05-09T00:47:38.117Z,,0,50,43,4UyHPu5rPL4,,,0,0,0,0,0,0,0,1
yU--w4wlAMc,"
          
          
          
          
            Marine Le Pen prise la main dans le sac en audition
          
        ",Civicio,proposal,2024-05-09T00:47:38.123Z,,0,50,43,4UyHPu5rPL4,,,1,0,0,0,0,1,0,0
jvhlll7L-C4,"
          
          
          
          
            Karim Zeribi face à Jordan Bardella : Vous incarnez, pour moi, la France de la honte
          
        ",Touche pas à mon poste !,proposal,2024-05-09T00:47:38.129Z,,0,50,43,4UyHPu5rPL4,,,1,0,0,0,0,1,1,0
FJNP3j3qhoc,"
          
          
          
          
            Jean-Michel Maire dévoile quelles émissions de TF1 sont renouvelées !
          
        ",Touche pas à mon poste !,proposal,2024-05-09T00:47:38.135Z,,0,50,43,4UyHPu5rPL4,,,0,0,0,0,0,0,0,1
tkFAzDwQGus,"
          
          
          
          
            Élections européennes : le débat entre Marion Maréchal (Reconquête) et Valérie Hayer (Renaissance)
          
        ",Europe 1,proposal,2024-05-09T00:47:38.140Z,,0,50,43,4UyHPu5rPL4,,,1,0,0,0,1,1,1,0
0gJ-g_YyW_g,"
          
          
          
          
            Sophia Aram : un discours politique aux Molières - C à Vous - 07/05/2024
          
        ",C à vous,proposal,2024-05-09T00:47:38.145Z,,0,50,43,4UyHPu5rPL4,,,0,0,0,0,0,1,0,0
IiZ0jB_LiWs,"
          
          
          
          
            « On va sauter dans les 24 mois qui viennent » – Charles Gave
          
        ",Epoch Times France,proposal,2024-05-09T00:47:38.150Z,,0,50,43,4UyHPu5rPL4,,,0,0,0,0,0,0,0,1
Vl1QApX8--E,Grand jury - Européennes 2024 : le grand débat | Évènement - 05/05/2024,LCP - Assemblée nationale,homepage,2024-05-09T00:47:46.685Z,8.0,0,51,43,,,,0,0,0,0,0,1,1,0
_DbY1odyEPc,Istanbul : un Boeing 767 se pose en urgence sur le ventre après une panne du train d’atterrissage,Le Parisien,homepage,2024-05-09T00:47:46.731Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
4Bb2D1APvtI,Pascal Praud | LHeure Des Pros 2 Émission Du 8/05/2024 - Full End Show,Susi Shorts,homepage,2024-05-09T00:47:46.780Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
53Kx3as-NyY,Discours du Premier Ministre Gabriel Attal au Diner du Crif,CRIF,homepage,2024-05-09T00:47:46.804Z,8.0,0,51,43,,,,0,0,0,0,1,1,0,0
T4wr_MdzDRo,Vote RN : les motivations des électeurs ont-elles changé ?,France Culture,homepage,2024-05-09T00:47:46.810Z,8.0,0,51,43,,,,1,0,0,0,0,1,0,0
rszWpYMYqrg,DEBUNK dOussama Amar (1 minute 30 suffisent 🥴),Yann Bouvier | YannToutCourt,homepage,2024-05-09T00:47:46.815Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
66jG2kToz6Y,"Déficit : réduire le coût de l’immigration, priorité du RN - C à Vous - 27/03/2024",C à vous,homepage,2024-05-09T00:47:46.819Z,8.0,0,51,43,,,,1,0,0,0,0,1,0,0
xGxIBMny7nQ,Rima Hassan invitée de BFMTV,Rima Hassan,homepage,2024-05-09T00:47:46.824Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
8JUduoTYGmo,Résumé : Real Madrid (Q) 2-1 Bayern Munich - Ligue des champions (demi-finale retour),RMCSport,homepage,2024-05-09T00:47:46.828Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
ghaGA3ZrvmU,"Le débat des européennes, avec Jordan Bardella et Raphaël Glucksmann",France Inter,homepage,2024-05-09T00:47:46.833Z,8.0,0,51,43,,,,1,0,1,0,0,1,1,0
j7ELvbo9rx4,Jean-Michel Maire lâche une pépite sur Raymond !,Touche pas à mon poste !,homepage,2024-05-09T00:47:46.837Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
55KasQd_68Y,CACHE-CACHE ÉDITION CAMOUFLAGE EXTRÊME  #4,Amixem,homepage,2024-05-09T00:47:46.843Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
nxPpvbQqXuE,Quest devenu le tout premier Influvoleur ?,Simon Puech,homepage,2024-05-09T00:47:46.850Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
mLEXpcu1faA,Visite de mon Bunker de luxe !,Henri Hihacks,homepage,2024-05-09T00:47:46.855Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
DFaUqSj-HHI,Mylène Farmer - Nevermore Le Film (Teaser # 1),Mylène Farmer,homepage,2024-05-09T00:47:46.861Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
vUTOEA5FgXE,Jai pris en main les nouveaux iPad Pro OLED 2024 !,TheiCollection,homepage,2024-05-09T00:47:46.866Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
OO_29hTCBos,Résumé Lille - OL | Ligue 1 J32 | Olympique Lyonnais,Olympique Lyonnais,homepage,2024-05-09T00:47:46.870Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
cbyMe-0sSok,MAYADORABLE BALANCE SON FRIGO ! (je découvre des trucs.... Beanz ? Gravy ?) ft. @Mayadorable,Juju Fitcats,homepage,2024-05-09T00:47:46.874Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
u0YnbsyvGS0,Le Comte de Monte-Cristo - Bande-annonce Officielle 4K,Pathe,homepage,2024-05-09T00:47:46.878Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
S-XWLZxxBe8,PSG 0-1 Dortmund : Le débrief de lélimination du Paris Saint-Germain,L'ÉQUIPE,homepage,2024-05-09T00:47:46.883Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
X38FE67Po3E,Francis Cabrel - Les tutos guitare (Episode 2 : La cabane du pêcheur),Francis Cabrel,homepage,2024-05-09T00:47:46.889Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
-qjs54ZTRBQ,alyona alyona & Jerry Heil - Teresa & Maria (LIVE) | Ukraine 🇺🇦 | First Semi-Final | Eurovision 2024,Eurovision Song Contest,homepage,2024-05-09T00:47:46.895Z,8.0,0,51,43,,,,0,0,0,0,0,1,0,0
pT0U-KRw5Jw,5 THÉORIES SUR BATMAN (#114),Didi,homepage,2024-05-09T00:47:46.899Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
GZfncZa0gXI,QAG politique industrielle de défense européenne - Sabine Thillaye,Groupe Démocrate,homepage,2024-05-09T00:47:46.905Z,8.0,0,51,43,,,,0,0,0,0,0,1,1,0
D5AsoC2qUOw,"June 6, 1944, D-Day, Operation Overlord | Colorized WW2",imineo Documentaires,homepage,2024-05-09T00:47:46.911Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
7YhGwSaLzC0,"Qui tiendra le plus longtemps dans Toutatis, le grand huit le plus fou d’Europe ?",Mcfly et Carlito,homepage,2024-05-09T00:47:46.916Z,8.0,0,51,43,,,,0,0,0,0,0,1,1,0
AnuHskLUPL0,1992 : Dans les bistrots de France 🍷✨ | Archive INA,INA Officiel,homepage,2024-05-09T00:47:46.921Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
WjuUmsoF57I,Jake Gyllenhaals Workout To Get His Ridiculous Road House Body | Train Like | Mens Health,Men's Health,homepage,2024-05-09T00:47:46.926Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
jqidU-1vlBA,Peu de pays de lUE représentés pour la cérémonie dinvestiture de Vladimir Poutine,euronews (en français),homepage,2024-05-09T00:47:46.931Z,8.0,0,51,43,,,,0,0,0,0,0,1,0,0
QAbghEUHj40,"Israël sous la pression de Washington, Biden agite la menace de suspendre les livraisons darmes",FRANCE 24,homepage,2024-05-09T00:47:46.935Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
BHgTDgSbCRo,"Avions noyés et pistes sous-marines : au Brésil, un aéroport submergé par les eaux",LeHuffPost,homepage,2024-05-09T00:47:46.939Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
g_QXn64rg88,Les manifestations détudiants en soutien à Gaza se poursuivent en Europe,euronews (en français),homepage,2024-05-09T00:47:46.943Z,8.0,0,51,43,,,,0,0,0,0,0,1,1,0
kyiwAmF2OTw,Revivez les commémorations du 8-Mai présidées par Emmanuel Macron,LCI,homepage,2024-05-09T00:47:46.947Z,8.0,0,51,43,,,,0,0,0,0,1,1,0,0
6yaX_GVA7fU,David Baverez (économiste spécialiste de l’Asie) : Quel bilan de la visite de Xi Jinping à Paris ?,BFM Business,homepage,2024-05-09T00:47:46.951Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
JT-eGxV-iww,Emmanuel Macron s’exprime sur la natalité et la GPA dans Elle : un nouveau cheval de bataille pou…,Europe 1,homepage,2024-05-09T00:47:46.956Z,8.0,0,51,43,,,,0,0,0,0,1,1,1,0
nKSQxf1PU3Y,Ukraine : nouvelle attaque contre les infrastructures énergétiques,TV5MONDE Info,homepage,2024-05-09T00:47:46.960Z,8.0,0,51,43,,,,0,0,0,0,0,1,0,0
OtMYeTvt99M,Les rassemblements étudiants propalestiniens continuent en Europe | AFP,AFP,homepage,2024-05-09T00:47:46.964Z,8.0,0,51,43,,,,0,0,0,0,0,1,1,0
N4QF7u2NEEg,Cyberattaque à lhôpital de Cannes : le groupe de hackers Lockbit 3.0 demande une rançon,France 3 Provence-Alpes-Côte d'Azur,homepage,2024-05-09T00:47:46.968Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
wGGPmKD2p6I,"Pourparlers au Caire : Ça pourrait être un vrai cessez-le-feu, mais temporaire au Proche-Orient",franceinfo,homepage,2024-05-09T00:47:46.972Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
_-lfyTruY5s,"Diên Biên Phu : la guerre dIndochine, une affaire franco-chinoise ? • RFI",RFI,homepage,2024-05-09T00:47:46.977Z,8.0,0,51,43,,,,0,0,0,0,0,0,0,1
piDl2rGWQ-Y,Un débat entre Jordan Bardella et Gabriel Attal aura lieu sur France 2 jeudi 23 mai,Ouest-France,homepage,2024-05-09T00:47:46.984Z,8.0,0,51,43,,,,1,0,0,0,1,1,1,0
JeEAceUKPPA,La musique dAya Nakamura MÉDIOCRE : Gilles accuse Eric Naulleau de raciste !,Touche pas à mon poste !,regular,2024-05-09T00:50:51.287Z,,180000,52,44,,,,0,0,0,0,0,0,0,1
87eTnw3-EIU,"
          
          
          
          
            Gilles attaque Géraldine sur ses positions concernant Aya Nakamura : elle envisage de porter PLAINTE
          
        ",Touche pas à mon poste !,proposal,2024-05-09T00:50:52.385Z,,0,52,44,JeEAceUKPPA,,,0,0,0,0,0,0,0,1
Tj4epl56OKA,"
          
          
          
          
            yassine belattar ridiculise et rend nerveux un eric zemmour en sueur ( complet )
          
        ",hommes libres,proposal,2024-05-09T00:50:52.505Z,,0,52,44,JeEAceUKPPA,,,1,0,0,0,0,1,0,0
Og0WwE0h61I,"
          
          
          
          
            Mélenchon, anatomie dune chute – entretien avec Éric Naulleau et Michel Onfray
          
        ",Front Populaire,proposal,2024-05-09T00:50:52.512Z,,0,52,44,JeEAceUKPPA,,,0,1,0,0,0,1,0,0
Ul5vTBn9OJg,"
          
          
          
          
            Séquences hallucinantes du debat pour les européennes
          
        ",Civicio,proposal,2024-05-09T00:50:52.522Z,,0,52,44,JeEAceUKPPA,,,0,0,0,0,0,1,1,0
9xNOOPN78x8,"
          
          
          
          
            #181 LeChairman & Lacrim parlent Industrie, Incarcération, Kore, Famille, Humanitaire, Rédemption..
          
        ",Oui Hustle,proposal,2024-05-09T00:50:52.528Z,,0,52,44,JeEAceUKPPA,,,0,0,0,0,0,0,0,1
dhvpIoe3dqM,"
          
          
          
          
            Gros Clash entre Géraldine Maillet et Didier Raoult
          
        ",CYRIL HANOUNA,proposal,2024-05-09T00:50:52.533Z,,0,52,44,JeEAceUKPPA,,,0,0,0,0,0,0,0,1
7JRDMMBhSGA,"
          
          
          
          
            JORDAN BARDELLA, MARINE LE PEN : Interview et coulisses !
          
        ",Boulevard Voltaire,proposal,2024-05-09T00:50:52.539Z,,0,52,44,JeEAceUKPPA,,,1,0,0,0,0,1,1,0
6d3R-lFCD_U,"
          
          
          
          
            Énorme clash entre Marion Maréchal et Gilles Verdez !
          
        ",CYRIL HANOUNA,proposal,2024-05-09T00:50:52.546Z,,0,52,44,JeEAceUKPPA,,,1,0,0,0,0,1,0,0
8zNfUOlq0SY,"
          
          
          
          
            Salariée voilée : une avocate recadre des éditorialistes déchaînés
          
        ",Révolution Permanente,proposal,2024-05-09T00:50:52.550Z,,0,52,44,JeEAceUKPPA,,,0,0,0,0,0,0,0,1
jEg2ZAoyOGY,"
          
          
          
          
            Un internaute ne souhaite pas Aya Nakamura pour louverture des JO : Gilles crie au RACISME - FAH
          
        ",Touche pas à mon poste !,proposal,2024-05-09T00:50:52.555Z,,0,52,44,JeEAceUKPPA,,,0,0,0,0,0,0,0,1
26jUvSSWNX4,"
          
          
          
          
            Les français doivent-ils épargner pour AIDER lUkraine ? - FAH
          
        ",Touche pas à mon poste !,proposal,2024-05-09T00:50:52.559Z,,0,52,44,JeEAceUKPPA,,,0,0,0,0,0,1,0,0
lvcoPu7Qb9M,"
          
          
          
          
            LHeure des Pros - La réponse de Pascal Praud à lattaque de Jean-Luc Mélenchon contre CNEWS
          
        ",Europe 1,proposal,2024-05-09T00:50:52.563Z,,0,52,44,JeEAceUKPPA,,,0,1,0,0,0,1,1,0
mzbMzBOJRQQ,"
          
          
          
          
            Le Duel du Dimanche : Robert Ménard VS Aymeric Caron. BFMTV du 07/04/2024
          
        ",Replay Politique,proposal,2024-05-09T00:50:52.570Z,,0,52,44,JeEAceUKPPA,,,1,0,0,0,0,1,0,0
2WNPI6QcetA,"
          
          
          
          
            P&G no17 : Point sur Ukraine, stratégie OTAN et USA, Positions Candidats Fr au PE sur le conflit.
          
        ",Paix et Guerre par Caroline Galactéros,proposal,2024-05-09T00:50:52.575Z,,0,52,44,JeEAceUKPPA,,,0,0,0,0,0,1,0,0
BJCaPaPnx8I,"
          
          
          
          
            Clash des deux Gilles sur linterdiction du jeune par la FFF : un non RESPECT ?
          
        ",Touche pas à mon poste !,proposal,2024-05-09T00:50:52.581Z,,0,52,44,JeEAceUKPPA,,,0,0,0,0,0,0,0,1
zioSXfc3ZgM,"
          
          
          
          
            Énorme clash : Jean Messiha menace Gilles et Moundir en direct !
          
        ",Touche pas à mon poste !,proposal,2024-05-09T00:50:52.587Z,,0,52,44,JeEAceUKPPA,,,0,0,0,0,0,0,0,1
IGKWjnVZY90,"
          
          
          
          
            Tanguy David, militant dEric Zemmour, face à son agresseur
          
        ",Touche pas à mon poste !,proposal,2024-05-09T00:50:52.593Z,,0,52,44,JeEAceUKPPA,,,1,0,0,0,0,1,0,0
-SIE6nwOvU4,"
          
          
          
          
            JORDAN BARDELLA RECADRE GABRIEL ATTAL ET CLASH CLÉMENTINE AUTAIN !
          
        ",frenchmapper__,proposal,2024-05-09T00:50:52.599Z,,0,52,44,JeEAceUKPPA,,,1,1,0,0,1,1,1,0
BGQFQom7UsA,"
          
          
          
          
            Expatrié aux États-Unis, Omar Sy a-t-il le droit de donner son AVIS sur Aya Nakamura ?
          
        ",Touche pas à mon poste !,proposal,2024-05-09T00:50:52.605Z,,0,52,44,JeEAceUKPPA,,,0,0,0,0,0,0,0,1
mBV1eMlDdUk,"
          
          
          
          
            LÉNORME CLASH entre Louis Boyard et Mehdi Ghezzar ! | Les Grandes Gueules
          
        ",Les Grandes Gueules,proposal,2024-05-09T00:50:52.610Z,,0,52,44,JeEAceUKPPA,,,0,1,0,0,0,1,0,0
_3j7RDjnTv4,Deuxième Complément denquête sur Jordan Bardella : lémission devient PUTACLIC daprès Cyril,Touche pas à mon poste !,homepage,2024-05-09T00:50:59.122Z,9.0,0,53,44,,,,1,0,0,0,0,1,1,0
Vl1QApX8--E,Grand jury - Européennes 2024 : le grand débat | Évènement - 05/05/2024,LCP - Assemblée nationale,homepage,2024-05-09T00:50:59.182Z,9.0,0,53,44,,,,0,0,0,0,0,1,1,0
Xy740JyyFTw,"Fred Dewilde, rescapé du Bataclan sest donné la mort. En 2021, il se confiait au Parisien",Le Parisien,homepage,2024-05-09T00:50:59.224Z,9.0,0,53,44,,,,0,0,0,0,0,0,0,1
nfLcqGktlu8,C8 touche pas à mon poste partie 1 2024 05 07,replay tv,homepage,2024-05-09T00:50:59.233Z,9.0,0,53,44,,,,0,0,0,0,0,0,0,1
q9GAahkTLME,"Mineurs délinquants, Russie, Sciences Po… lintégralité de linterview de Marine Le Pen",BFMTV,homepage,2024-05-09T00:50:59.238Z,9.0,0,53,44,,,,1,0,0,0,0,1,0,0
